yorum,aspect,gercek_sentiment,tahmin_sentiment
cihaz garantisi 7 ay önce başlamış,genel,negatif,negatif
yavaş çalışıyor nedenn,genel,negatif,negatif
Öğrenci indirimiyle aldım faturama 1111 yazmislar...,fiyat,pozitif,notr
Öğrenci indirimiyle aldım faturama 1111 yazmislar...,genel,negatif,yok
Anlayamadım dünden beri şarjda 1 gün kaldı nerdeyse ama şarjı açtığımda 95ti...,batarya,negatif,negatif
BÖYLE BİR REZİLLİK YOK 1 haftadır ürünü bekliyorum. kargoya verildi olarak gösterip vermediler...,kargo,negatif,negatif
BÖYLE BİR REZİLLİK YOK 1 haftadır ürünü bekliyorum. kargoya verildi olarak gösterip vermediler...,genel,yok,notr
Ekran goryntusu vozuldu,ses_goruntu,negatif,negatif
"Bu cihazı tavsiye etmiyorum  çok kötü, ram arttıramıyorsunuz ram ana karta sabit olduğu için büyük sorun...",genel,negatif,negatif
Çok yavaş hiç tavsiye etmiyorum bişey yapılmıyor,kalite,yok,negatif
Çok yavaş hiç tavsiye etmiyorum bişey yapılmıyor,genel,negatif,yok
Ofis kullanımı için aldık açılması 15 dk sürüyor...,genel,negatif,negatif
ürün arızalı çıktı,kalite,negatif,yok
ürün arızalı çıktı,genel,yok,negatif
Çok yavaş çalışıyor keşke almasaydim,genel,negatif,negatif
"Ekranda kusur vardı, çizgiler vardı",ses_goruntu,negatif,negatif
Faturam yok,genel,negatif,negatif
Bilgisayar gerçekten cok donuyor iade edicem,genel,negatif,negatif
aldığım ürünün klavyesi çalışmıyor ve çok donuyor hiç beğenmedim tavsiye etmiyorum,kalite,negatif,yok
aldığım ürünün klavyesi çalışmıyor ve çok donuyor hiç beğenmedim tavsiye etmiyorum,genel,negatif,negatif
128 gb hdd yok pcde sadece ssd takılı aşırı kasıyor...,genel,negatif,negatif
sakin almayın sürekli olarak güncelleme geliyor çok pişmanım...,genel,negatif,negatif
15 gündür bende ve aşırı kasıyor youtube dan bile video izleneceyecek kadar...,ses_goruntu,yok,negatif
15 gündür bende ve aşırı kasıyor youtube dan bile video izleneceyecek kadar...,genel,negatif,yok
"öncelikle şunu belirteyim, 5 para etmez .",fiyat,yok,negatif
"öncelikle şunu belirteyim, 5 para etmez .",genel,negatif,yok
çok yavaş kesinlikle tavsiye etmiyorum,genel,negatif,negatif
yeni kurdum acayip yavaş ve kasıyor almanızı tavsiye etmem...,genel,negatif,negatif
faturam gönderilmedi,kargo,yok,negatif
faturam gönderilmedi,genel,negatif,yok
Neden fatura iletmiyorsunuz...,genel,negatif,negatif
sıfır diye aldığım bilgisayar kullanılmış çıktı...,genel,negatif,negatif
Ürün yanlış geldi. Firma çok ilgisiz. 2 kere iade etmeme rağmen...,kargo,yok,pozitif
Ürün yanlış geldi. Firma çok ilgisiz. 2 kere iade etmeme rağmen...,genel,negatif,yok
kusurlu geldi,kargo,yok,negatif
kusurlu geldi,kalite,negatif,yok
çok kötü çok kötü hiç tavsiye etmiyorum paranıza yazık,fiyat,negatif,negatif
çok kötü çok kötü hiç tavsiye etmiyorum paranıza yazık,genel,negatif,yok
Çok kötü bi bilgisayar . O kadar yavaş ki youtube a zor giriyorum...,genel,negatif,negatif
Aşırı yavaş bir sayfadan başka bir sayfaya asla girmiyorsunuz sakın ama sakın almayın !,genel,negatif,negatif
ürün dün elime ulaştı ve kullanılmış murat bulut adına 2024 de dosyalar indirilmiş,kargo,yok,negatif
ürün dün elime ulaştı ve kullanılmış murat bulut adına 2024 de dosyalar indirilmiş,genel,negatif,yok
"rezil ettiniz beni bilgisayari iki aydır kullanıyorum. kasıyor, donuyor sürekli...",genel,negatif,negatif
Dün aldım Pc Windows 11 yüklü ve kasıyor! Herhangi bir uygulama bastığınızda rahat 10 sn bekliyorsunuz! Güzel şeyleri ise ekranı büyük ve klavyeleri güzel bu ka,kalite,pozitif,yok
Dün aldım Pc Windows 11 yüklü ve kasıyor! Herhangi bir uygulama bastığınızda rahat 10 sn bekliyorsunuz! Güzel şeyleri ise ekranı büyük ve klavyeleri güzel bu ka,fiyat,yok,negatif
Dün aldım Pc Windows 11 yüklü ve kasıyor! Herhangi bir uygulama bastığınızda rahat 10 sn bekliyorsunuz! Güzel şeyleri ise ekranı büyük ve klavyeleri güzel bu ka,ses_goruntu,pozitif,pozitif
Dün aldım Pc Windows 11 yüklü ve kasıyor! Herhangi bir uygulama bastığınızda rahat 10 sn bekliyorsunuz! Güzel şeyleri ise ekranı büyük ve klavyeleri güzel bu ka,genel,negatif,yok
ders çalışırım diye aldım ama çok yeterli değil tavsiye etmem,fiyat,yok,notr
ders çalışırım diye aldım ama çok yeterli değil tavsiye etmem,genel,negatif,yok
Ürün elime geçti ama iki gündür bilgisayarı açmakla uğraşıyorum. Sistem yüklü gelmedi onu geçtim bilgisayar ekranında sadece Lenovo yazısı var hiçbir şekilde aç,batarya,yok,negatif
Ürün elime geçti ama iki gündür bilgisayarı açmakla uğraşıyorum. Sistem yüklü gelmedi onu geçtim bilgisayar ekranında sadece Lenovo yazısı var hiçbir şekilde aç,ses_goruntu,yok,negatif
Ürün elime geçti ama iki gündür bilgisayarı açmakla uğraşıyorum. Sistem yüklü gelmedi onu geçtim bilgisayar ekranında sadece Lenovo yazısı var hiçbir şekilde aç,genel,negatif,negatif
Bilgisayarı kısa süreli aldım yani 1-1.5 yıl beni götürsün de yenilerim diye... Ama alalı bir hafta olmadı şu,fiyat,yok,notr
Bilgisayarı kısa süreli aldım yani 1-1.5 yıl beni götürsün de yenilerim diye... Ama alalı bir hafta olmadı şu,genel,negatif,yok
Yanlış şarj gönderilmiş beğenmedim,kargo,yok,negatif
Yanlış şarj gönderilmiş beğenmedim,batarya,negatif,negatif
Yanlış şarj gönderilmiş beğenmedim,genel,negatif,yok
aşırı yavaş ve sesi asiri az cikiyor ayrica sesde arada takılmalarda oluyor.,ses_goruntu,negatif,negatif
aşırı yavaş ve sesi asiri az cikiyor ayrica sesde arada takılmalarda oluyor.,genel,negatif,yok
Çok donuyor 3 dkka da bir donma oluyor,genel,negatif,negatif
ürünün içine insan bir şarj aleti gonderiri cihaz elime ulaştı ama sarj aletini bulamıyoruz...,kargo,yok,negatif
ürünün içine insan bir şarj aleti gonderiri cihaz elime ulaştı ama sarj aletini bulamıyoruz...,batarya,negatif,negatif
Bilgisayar güzel ama mause hediye denildi gelmedi,genel,negatif,negatif
sürekli donuyor yavaş çalışıyor.sistemi çok ağır çalışıyor,genel,negatif,negatif
çok yavaş çalışıyor açılması bir saat ama film ders dinlemek için güzel...,ses_goruntu,pozitif,yok
çok yavaş çalışıyor açılması bir saat ama film ders dinlemek için güzel...,genel,negatif,negatif
çok yavaş tavsiye etmem,genel,negatif,negatif
Bi baskasini iadesini mi gonderdiler anlamadim bilgisayar acilmiyo,genel,negatif,negatif
çok beğenmedim geri iade edildi,genel,negatif,negatif
15 Kasım 2025 tarihinde teslim aldım fakat garanti 24 ay yerine 21 ay diyor... Firma telefonları açmıyor hoparlör cızı,kargo,yok,pozitif
15 Kasım 2025 tarihinde teslim aldım fakat garanti 24 ay yerine 21 ay diyor... Firma telefonları açmıyor hoparlör cızı,fiyat,yok,notr
15 Kasım 2025 tarihinde teslim aldım fakat garanti 24 ay yerine 21 ay diyor... Firma telefonları açmıyor hoparlör cızı,ses_goruntu,negatif,negatif
15 Kasım 2025 tarihinde teslim aldım fakat garanti 24 ay yerine 21 ay diyor... Firma telefonları açmıyor hoparlör cızı,genel,negatif,yok
Arkadaşlar hiçbişekilde bilgisayarın dilini Türkçeye çeviremedim,genel,notr,notr
baya yavas.biraz daha verip daha hizli bisey alinirsa uzun yillar kullanilir.cozunurluk vs de kotu,ses_goruntu,negatif,yok
baya yavas.biraz daha verip daha hizli bisey alinirsa uzun yillar kullanilir.cozunurluk vs de kotu,genel,negatif,negatif
Ürünü elime ulaştı çok güzel kargolama yapılmış lakin ekran karanlık bilgisayar açılıyor lakin ekran görüntüsü yok maalesef,kargo,pozitif,pozitif
Ürünü elime ulaştı çok güzel kargolama yapılmış lakin ekran karanlık bilgisayar açılıyor lakin ekran görüntüsü yok maalesef,kalite,yok,pozitif
Ürünü elime ulaştı çok güzel kargolama yapılmış lakin ekran karanlık bilgisayar açılıyor lakin ekran görüntüsü yok maalesef,ses_goruntu,negatif,negatif
Ürün de çok donma var ve çok çabuk ısınıyor,genel,negatif,negatif
Ekran kalitesi zayıf ama kullanımı güzel . Açıkça fena değil ama istediğim performans yok.,kalite,yok,negatif
Ekran kalitesi zayıf ama kullanımı güzel . Açıkça fena değil ama istediğim performans yok.,ses_goruntu,negatif,negatif
Ekran kalitesi zayıf ama kullanımı güzel . Açıkça fena değil ama istediğim performans yok.,genel,negatif,yok
Çok yavaş ve düşündüğünüz gibi asla değil fp ürünü altında,genel,negatif,negatif
çok donuyor çok bssit,genel,negatif,negatif
Arkadaşlar bu kadar donması sizce normal mi ? İkinci el de benim mi haberim yok çok güzel bilgisayar ama çok donuyor bir saçmalık var,genel,pozitif,negatif
ürünü iade etmek durumunda kaldım. çoğu kişi iadede sorun yaşamış... ben ürünü beğenmedim asla kullanılabilir gibi değil.,fiyat,yok,negatif
ürünü iade etmek durumunda kaldım. çoğu kişi iadede sorun yaşamış... ben ürünü beğenmedim asla kullanılabilir gibi değil.,genel,negatif,negatif
ki ürünü aldık aynı üründen ve aynı satıcıdan seri numarasına göre ve yetkili servis lenovo'ya göre ürün bozuk iade alındı...,kalite,negatif,yok
ki ürünü aldık aynı üründen ve aynı satıcıdan seri numarasına göre ve yetkili servis lenovo'ya göre ürün bozuk iade alındı...,genel,negatif,negatif
Sesi çok az ekranı iyi değil pek beğenmedim maalesef,ses_goruntu,negatif,negatif
Sesi çok az ekranı iyi değil pek beğenmedim maalesef,genel,negatif,yok
Sevmedim fiyatı pahalı,fiyat,negatif,negatif
Sevmedim fiyatı pahalı,genel,negatif,yok
iyi değil tuhaf ses çıkıyor,ses_goruntu,negatif,negatif
iyi değil tuhaf ses çıkıyor,genel,negatif,yok
güzel ürün okul vs işleri için uygundur.,fiyat,yok,pozitif
güzel ürün okul vs işleri için uygundur.,genel,pozitif,yok
Gayet güzel sesi kullanımı her şey çok şükür...,ses_goruntu,pozitif,pozitif
Gayet güzel sesi kullanımı her şey çok şükür...,genel,pozitif,yok
Hepsi cok iyi çok teşekkür ederim 🙏🏿,genel,pozitif,pozitif
Ürün güzel sağlam geldi paketlemesi çok iyi kurulumu da kolay oldu sadece arada kasıyor ve biraz yavaş ama iş görür,kargo,pozitif,pozitif
Ürün güzel sağlam geldi paketlemesi çok iyi kurulumu da kolay oldu sadece arada kasıyor ve biraz yavaş ama iş görür,ambalaj,pozitif,pozitif
Ürün güzel sağlam geldi paketlemesi çok iyi kurulumu da kolay oldu sadece arada kasıyor ve biraz yavaş ama iş görür,genel,negatif,yok
Fiyat performans ürünü,fiyat,notr,notr
fiyatına göre başarılı bir ürün,fiyat,pozitif,pozitif
Bi öğrenci için uygun fiyat ve performans,fiyat,pozitif,notr
ürün çok beğendim ..,genel,pozitif,pozitif
bu fiyata cok bi performans beklemeyin tabii ama ders ve dizi icin super,fiyat,notr,notr
bu fiyata cok bi performans beklemeyin tabii ama ders ve dizi icin super,genel,pozitif,yok
Hızlı teslimat özenli kargolama ve ofis işleri için iyi yalnız bilgisayar çok yavaş,kargo,pozitif,pozitif
Hızlı teslimat özenli kargolama ve ofis işleri için iyi yalnız bilgisayar çok yavaş,ambalaj,pozitif,yok
Hızlı teslimat özenli kargolama ve ofis işleri için iyi yalnız bilgisayar çok yavaş,genel,negatif,yok
"4 gb ram idare eder, zaten sistem 3 gb da çalışıyor...",genel,notr,notr
Yani f/p diyebilirim önce herhangi bir şeyi kurmak zorunda kalmıyorsunuz ama kurulumu ağır işledi...,genel,notr,notr
ya bilgisayarım bozuldu acaba nerde tamir ettirebilirim,kalite,negatif,negatif
Kara cuma indirimlerinden aldım. Ucuz diye almıştım açıkçası... biraz pişmanım. Nerdeyse sürekli donuyor,fiyat,pozitif,notr
Kara cuma indirimlerinden aldım. Ucuz diye almıştım açıkçası... biraz pişmanım. Nerdeyse sürekli donuyor,genel,negatif,negatif
acilen dönüş yaparmisiniz kargomuz geldi ama pin şifre var o ne acill,kargo,notr,notr
acilen dönüş yaparmisiniz kargomuz geldi ama pin şifre var o ne acill,genel,negatif,yok
Biraz yavaş ama idare eder,genel,notr,notr
"şubat ayında aldım ,ilk başta güzeldi ama şu an donmaya başladı bile . çok kulanmıyorum da sadece arada okulla ilgili işlerde falan . :(",fiyat,yok,pozitif
"şubat ayında aldım ,ilk başta güzeldi ama şu an donmaya başladı bile . çok kulanmıyorum da sadece arada okulla ilgili işlerde falan . :(",genel,negatif,yok
Aldıktan sonra fiyat ucuzladı,fiyat,negatif,notr
Herkese çanta hediye edildi neden bana çanta hediyesi yanında verilmedi...,genel,negatif,negatif
Ürün iyi güzel ama sanki biraz yavaş gibi yine de iş görür,genel,negatif,pozitif
işimi görür güzel,genel,pozitif,pozitif
çok kadıyor bazen,genel,negatif,negatif
Biraz yavaş,genel,negatif,negatif
görünüşü boyutu falan bayağı iyi ancak hızıni hiç beğenmedim...,genel,negatif,negatif
Sağlam geldi ama görüntü kalitesini pek beğenemedim,kargo,pozitif,pozitif
Sağlam geldi ama görüntü kalitesini pek beğenemedim,kalite,yok,negatif
Sağlam geldi ama görüntü kalitesini pek beğenemedim,ses_goruntu,negatif,negatif
f/p biraz kasıyodu ama idare eder,genel,notr,notr
Şarjı çabuk bitiyor onun dışında şimdlik güzel,batarya,negatif,negatif
Şarjı çabuk bitiyor onun dışında şimdlik güzel,genel,pozitif,yok
şarj adaptörü yok lütfen şarj aletini bana tedarik edilmesini istiyorum,batarya,negatif,negatif
Sadece dizi film izleme amacıyla almıştım yavaş olduğunu düşünüyorum beklediğim performans yok,genel,negatif,negatif
"ürün çok yavaş, sorun nasil cözülür acaba",genel,negatif,negatif
ilk açılırken falan çok kasıyor geç açılıyor ama kullanılabilir,genel,negatif,negatif
pil ömrü zayıf ve çogu şey yüklenmiyor eba bile,batarya,negatif,negatif
pil ömrü zayıf ve çogu şey yüklenmiyor eba bile,genel,negatif,yok
bir süre sonra çok donma yapıyor onun dışında iyi,kalite,yok,negatif
bir süre sonra çok donma yapıyor onun dışında iyi,genel,pozitif,yok
Hoparlörde sıkıntı vardı geldiğinde. Çok kasıyor daha hiçbirşey yüklü olmamasına rağmen...,kargo,yok,negatif
Hoparlörde sıkıntı vardı geldiğinde. Çok kasıyor daha hiçbirşey yüklü olmamasına rağmen...,ses_goruntu,negatif,negatif
Hoparlörde sıkıntı vardı geldiğinde. Çok kasıyor daha hiçbirşey yüklü olmamasına rağmen...,genel,negatif,yok
yavaş bir ürün. hızlı bir şey arıyorsanız bu değil.,genel,negatif,negatif
motoru çok çabuk ısınıyor soğutucu almanızı tavsiye ederim,genel,negatif,negatif
Markası ve uygun fiyat oluşu artısı. İnce bir laptop. Ama performans zayıf...,fiyat,pozitif,pozitif
Markası ve uygun fiyat oluşu artısı. İnce bir laptop. Ama performans zayıf...,genel,negatif,negatif
Yavaş çalışıyor 😔,genel,negatif,negatif
bir keptop çantasıyla gönderilebilirdi. şimdilik kullanımı orta okul ödevleri vs küçük işler için yeterli...,kargo,yok,pozitif
bir keptop çantasıyla gönderilebilirdi. şimdilik kullanımı orta okul ödevleri vs küçük işler için yeterli...,genel,notr,yok
Fiyatına göre fena değil gibi şimdilik,fiyat,notr,notr
Youtubedan video izlerken bile kasıyor bazen memnun kalmadım ne beklediğinize bağlı.,ses_goruntu,yok,negatif
Youtubedan video izlerken bile kasıyor bazen memnun kalmadım ne beklediğinize bağlı.,genel,negatif,yok
şarzi aşırı hızlı bitiyor ve kasma var yani degmez,batarya,negatif,negatif
şarzi aşırı hızlı bitiyor ve kasma var yani degmez,genel,negatif,yok
İçinden şarj çıkmadı,batarya,negatif,negatif
Sürekli donup duruyor yorumlara bakarak almıştım ama beğenmedim hatta 2. El mi diye düşündüm,genel,negatif,negatif
İndirmek istediğim dosyalar inmiyor bilgisayar desteklemiyor diyor anlamadım yani,genel,negatif,negatif
Mouse yollanmamış hediye olarak yazıyor ama kargoda ürün yoktu,kargo,yok,pozitif
Mouse yollanmamış hediye olarak yazıyor ama kargoda ürün yoktu,genel,negatif,yok
biraz ağır daha şimdiden ve uykuya geçer kapanır dige beklerken sabaha kdr açık kalmış ısınmış,genel,negatif,negatif
yaa bilgsayarı sadece bir dil olarak kullana biliyoruz ayrica alala sadece beş gün oldu ve bi anda dondu...,genel,negatif,negatif
Fiyat performans ürünü kasıyor donuyor idare eder,fiyat,yok,notr
Fiyat performans ürünü kasıyor donuyor idare eder,genel,notr,yok
donması şaşırtıyor güzel duruyor ama kullanışlı değil,genel,pozitif,negatif
fiyat performans olarak gayet iyi tam öğrenci bilgisayari,fiyat,pozitif,notr
fiyat performans olarak gayet iyi tam öğrenci bilgisayari,genel,pozitif,yok
Kurulumunda ufak sorun yaşadım ama hallettim paketlemesi çok özenliydi gayet hızlı ben ders çalışmak için aldım...,fiyat,yok,pozitif
Kurulumunda ufak sorun yaşadım ama hallettim paketlemesi çok özenliydi gayet hızlı ben ders çalışmak için aldım...,ambalaj,pozitif,pozitif
Kurulumunda ufak sorun yaşadım ama hallettim paketlemesi çok özenliydi gayet hızlı ben ders çalışmak için aldım...,genel,pozitif,yok
yeğenim için aldık fiyatına göre süper,fiyat,pozitif,notr
Sorunsuz geldi çok zarif ve çok şık okul ders için kesinlikle öneririm,kargo,pozitif,pozitif
Sorunsuz geldi çok zarif ve çok şık okul ders için kesinlikle öneririm,genel,pozitif,yok
bilgisayari bir iki aydır kullanıyorum problem yok fp memnunum,genel,pozitif,pozitif
evliyiz mutluyuz huzurluyuz,genel,notr,notr
Kardeşim için aldık paketlemesi güzeldi fiyat performans,fiyat,notr,notr
Kardeşim için aldık paketlemesi güzeldi fiyat performans,ambalaj,pozitif,notr
kardeşime aldım kullanıyor bence güzel memnun şimdilik,fiyat,yok,pozitif
kardeşime aldım kullanıyor bence güzel memnun şimdilik,genel,pozitif,yok
iyi bı sorunu yok 2 aydır kullanıyorum,genel,pozitif,pozitif
Güzel kardeşim için aldık dersleri için,genel,pozitif,pozitif
memnun kaldik,genel,pozitif,pozitif
güzel uni için aldım yeterki,fiyat,yok,pozitif
güzel uni için aldım yeterki,genel,pozitif,yok
kurulumunda zorlandım dilini de henüz değiştiremedim ama basit işlevler için gayet yeterli,genel,negatif,pozitif
cok iyi geldi saglam geldi paketlemesi iyiydi,kargo,pozitif,pozitif
cok iyi geldi saglam geldi paketlemesi iyiydi,ambalaj,pozitif,pozitif
tam bir fiyat performans ürünü,fiyat,notr,notr
çok memnunum bu fiyata piyasadaki güzel ürünlerden biri.,fiyat,pozitif,pozitif
çok memnunum bu fiyata piyasadaki güzel ürünlerden biri.,genel,pozitif,yok
ürün çok güzel paketlenmiş çok zarif şık bir ürün kurulumu çok kolay oldu...,ambalaj,pozitif,pozitif
ürün çok güzel paketlenmiş çok zarif şık bir ürün kurulumu çok kolay oldu...,genel,pozitif,yok
bilgisayarım geldi aşırı özenli paketlenmişti ince ve kibar kurulum vs için halledildi biraz yavaş gibi ama fiyatına göre uygun,kargo,yok,negatif
bilgisayarım geldi aşırı özenli paketlenmişti ince ve kibar kurulum vs için halledildi biraz yavaş gibi ama fiyatına göre uygun,fiyat,pozitif,pozitif
bilgisayarım geldi aşırı özenli paketlenmişti ince ve kibar kurulum vs için halledildi biraz yavaş gibi ama fiyatına göre uygun,ambalaj,pozitif,pozitif
bilgisayarım geldi aşırı özenli paketlenmişti ince ve kibar kurulum vs için halledildi biraz yavaş gibi ama fiyatına göre uygun,genel,negatif,yok
İş görür güzel bi bilgisayar,genel,pozitif,pozitif
Ögrencı kullanımına göre ideal bence,genel,notr,notr
👍ders çalışmak için yeterli,genel,notr,notr
genel olqrak güzel tavsiye ederim,genel,pozitif,pozitif
sağlam kargo ve güzel paketleme kurulumlu geldi çok begendim sadece bir tık yavaş,kargo,pozitif,pozitif
sağlam kargo ve güzel paketleme kurulumlu geldi çok begendim sadece bir tık yavaş,ambalaj,pozitif,pozitif
sağlam kargo ve güzel paketleme kurulumlu geldi çok begendim sadece bir tık yavaş,genel,negatif,yok
İş görüyor bişiler izlemek ve ofis işleri için uygun,fiyat,yok,pozitif
İş görüyor bişiler izlemek ve ofis işleri için uygun,genel,pozitif,yok
"Kurulumu yeni yapıyorum,gayet güzel ve sağlam gözüküyor",kalite,pozitif,pozitif
"Kurulumu yeni yapıyorum,gayet güzel ve sağlam gözüküyor",genel,pozitif,yok
güzel cihaz kurlumu kolay oldu ancak biraz kasıyor ama iş görür,genel,negatif,pozitif
fiyatına göre çok iyi,fiyat,pozitif,pozitif
fiyatına göre çok iyi,genel,pozitif,yok
hızlı ve işimi görüyo,genel,pozitif,pozitif
Gayet kullanışlı alınabilir,genel,notr,notr
babama aldik fiyat performans ürünü,fiyat,notr,notr
Güzel bir bilgisayar,genel,pozitif,pozitif
güzel ben 3aydır kullanıyorum sarjı hızlı doluyo film izlemek için kullanıyprum,batarya,pozitif,pozitif
güzel ben 3aydır kullanıyorum sarjı hızlı doluyo film izlemek için kullanıyprum,genel,pozitif,yok
fiyat performans ürünü,fiyat,notr,notr
tam bir fiyat performans ürünü iş için aldım,fiyat,notr,notr
"Çok ağır.. eski tip bir laptop, ev tipi.. iş görür",genel,notr,pozitif
Basit işler için ideal. Ekrana bayıldım çerçeveler oldukça ince iş görür.,ses_goruntu,pozitif,pozitif
Basit işler için ideal. Ekrana bayıldım çerçeveler oldukça ince iş görür.,genel,notr,yok
Zarif bir bilgisayar iş görür,genel,notr,notr
Biraz yavaş ama güzel beğendim,genel,pozitif,pozitif
Fiyatına göre kullanışlı bir ürün.,fiyat,notr,notr
Fiyat performans çok bir şey beklemeyin günlük kullanım için ideal,fiyat,notr,notr
cok iyi cok begendim,genel,pozitif,pozitif
guzel ve kullanisli,genel,notr,notr
oyun için olmasada dersler için yeterli bir bilgisayar,genel,notr,notr
yani taksit ile aldım ama umarım birşey olmadan kullanırım.,fiyat,yok,notr
yani taksit ile aldım ama umarım birşey olmadan kullanırım.,genel,notr,yok
Fiyat performans,fiyat,notr,notr
fiyatına göre fena değil.,fiyat,pozitif,notr
Hakkını veriyor.,genel,notr,notr
ben beğendim güzel,genel,pozitif,pozitif
çok kullanışlı ve hafif ben kpss için aldım işimi görüyor şuanlık...,fiyat,yok,notr
çok kullanışlı ve hafif ben kpss için aldım işimi görüyor şuanlık...,genel,notr,yok
iyi güzel kullanışlı,genel,pozitif,pozitif
Tek kelime ile harikaa çok güzeldi çok beğendim almanızı tavsiye ederim,genel,pozitif,pozitif
cidden mükemmel bir ürün bayıldım tavsiye ediyorum şiddetle,genel,pozitif,pozitif
Ürün elime ulaştı paketleme gerçekten çok mükemmeldi cihazı kurdum...,kargo,pozitif,pozitif
Ürün elime ulaştı paketleme gerçekten çok mükemmeldi cihazı kurdum...,ambalaj,pozitif,pozitif
Bilgisayarım sorunsuz geldi üç gün içerisinde elime ulaştı çok memnun kaldım teşekkür ederimmm,kargo,pozitif,pozitif
Bilgisayarım sorunsuz geldi üç gün içerisinde elime ulaştı çok memnun kaldım teşekkür ederimmm,fiyat,yok,pozitif
Bilgisayarım sorunsuz geldi üç gün içerisinde elime ulaştı çok memnun kaldım teşekkür ederimmm,genel,pozitif,yok
Ofis için aldım gayet hızlı kurulumu kolay...,fiyat,yok,pozitif
Ofis için aldım gayet hızlı kurulumu kolay...,genel,pozitif,yok
Kızıma aldım çok beğendi Üniversite için kullanıyor.Çok memnun .Görüntü olarakta hafif ve güzel,fiyat,yok,pozitif
Kızıma aldım çok beğendi Üniversite için kullanıyor.Çok memnun .Görüntü olarakta hafif ve güzel,genel,pozitif,yok
çok beğendim hızlıca elime ulaştı ben ders için aldım güvenerek isteyebilirsiniz,kargo,pozitif,pozitif
çok beğendim hızlıca elime ulaştı ben ders için aldım güvenerek isteyebilirsiniz,fiyat,yok,pozitif
çok beğendim hızlıca elime ulaştı ben ders için aldım güvenerek isteyebilirsiniz,genel,pozitif,yok
Herşey istediğim gibi Bu sefer kargo sarıtu ürün herşey mükemmel...,kargo,pozitif,pozitif
Herşey istediğim gibi Bu sefer kargo sarıtu ürün herşey mükemmel...,fiyat,pozitif,yok
sağlam geldi şarz iyi bulutut bağlantı var...,kargo,pozitif,pozitif
sağlam geldi şarz iyi bulutut bağlantı var...,kalite,pozitif,yok
sağlam geldi şarz iyi bulutut bağlantı var...,batarya,pozitif,yok
Tam istediğim boyutta ve hafiflikte lenovo bence çok iyi bir marka...,genel,pozitif,pozitif
Ürünü çok beğendim . Sorunsuz bir şekilde elime ulaştı...,kargo,pozitif,pozitif
Ürünü çok beğendim . Sorunsuz bir şekilde elime ulaştı...,genel,pozitif,pozitif
Ben erkek arkaşıma hediye aldım Baya sağlam güzel paketlenmiş...,kalite,pozitif,yok
Ben erkek arkaşıma hediye aldım Baya sağlam güzel paketlenmiş...,fiyat,yok,pozitif
Ben erkek arkaşıma hediye aldım Baya sağlam güzel paketlenmiş...,ambalaj,pozitif,pozitif
Gerçekten tereddüt ederek aldım iyikide almışım... ses kalitesi görüntü kalitesi mükemmel,kalite,yok,pozitif
Gerçekten tereddüt ederek aldım iyikide almışım... ses kalitesi görüntü kalitesi mükemmel,fiyat,yok,pozitif
Gerçekten tereddüt ederek aldım iyikide almışım... ses kalitesi görüntü kalitesi mükemmel,ses_goruntu,pozitif,pozitif
Gerçekten tereddüt ederek aldım iyikide almışım... ses kalitesi görüntü kalitesi mükemmel,genel,pozitif,yok
valla paketleme on numara sağ saglim geldi baya şik ve güzel...,kargo,pozitif,pozitif
valla paketleme on numara sağ saglim geldi baya şik ve güzel...,ambalaj,pozitif,pozitif
valla paketleme on numara sağ saglim geldi baya şik ve güzel...,genel,pozitif,yok
simdilik memnunum sorunsuz açıldı kuruluma gerek yok,ambalaj,yok,pozitif
simdilik memnunum sorunsuz açıldı kuruluma gerek yok,genel,pozitif,yok
Ben çok beğendim almak isteyip tereddütte kalan arkadaşlarıma kesinlikle tavsiye ediyorum,genel,pozitif,pozitif
gayet güzel kurulumunu yaptım ince zarif...,genel,pozitif,pozitif
iyiki almışım gerçekten çok iyi. paketleme normaldi ürün baya güzel iş görür...,ambalaj,notr,notr
iyiki almışım gerçekten çok iyi. paketleme normaldi ürün baya güzel iş görür...,genel,pozitif,yok
çok çok iyi ben ders için aldım asla donma yapmıyor,fiyat,yok,pozitif
çok çok iyi ben ders için aldım asla donma yapmıyor,genel,pozitif,yok
5 sınıf oğlum için aldık. Memnunuz,genel,notr,notr
ürün son derece güzel kurulumu oldukça kolay kendiniz rahatlıkla yapabilirsiniz ses ve görüntü kalitesi de gayet güzel,kalite,yok,pozitif
ürün son derece güzel kurulumu oldukça kolay kendiniz rahatlıkla yapabilirsiniz ses ve görüntü kalitesi de gayet güzel,ses_goruntu,pozitif,pozitif
ürün son derece güzel kurulumu oldukça kolay kendiniz rahatlıkla yapabilirsiniz ses ve görüntü kalitesi de gayet güzel,genel,pozitif,yok
Ürün u kızıma aldim çok begendi teşekkür ederim,genel,pozitif,pozitif
Ürün beklediğimden çok daha güzel geldi paketlemesi de çok iyiydi fiyatı da şimdiki bilgisayarlara göre çok uygun...,kargo,yok,pozitif
Ürün beklediğimden çok daha güzel geldi paketlemesi de çok iyiydi fiyatı da şimdiki bilgisayarlara göre çok uygun...,kalite,yok,pozitif
Ürün beklediğimden çok daha güzel geldi paketlemesi de çok iyiydi fiyatı da şimdiki bilgisayarlara göre çok uygun...,fiyat,pozitif,pozitif
