yorum,aspect,sentiment
Telefonumda şuan bazı arızalar var garanti sürem daha dolmadı garantiye göndermek istiyorum ne yapmam lazım,genel,notr
Telefonun kendisi zaten çok güzel Dicek bir şey yok ama kargo çok uzun sürdü gelmesi gereken zamanda gelmedi bu yönden trendyol express eksiiiii,kargo,negatif
Telefonun sağ üst kısmında küçük bir çiziğe denk geldim,genel,negatif
Tereddüt etmeden alabilirsiniz hiç bir sorun yaşamadım gayet memnunum,genel,pozitif
Tereddüt etmiştim ama şuana kadar bir sorun yok memnun kaldım,genel,pozitif
Teslimatbyavaşdı yalan yok 5 günde zor geçti elime,kargo,negatif
Teşekkür ederim çok güzel kusursuz teslim aldım apple farkı,kargo,pozitif
Trendyol öğrenci desteğine uygun fatura göndermiyor.,fiyat,negatif
Uygun fiyat hızlı kargo teşekkürelr..,kargo,pozitif
Uygun fiyat hızlı kargo teşekkürelr..,fiyat,pozitif
Uzun süredir almak istiyordum ve aldım harika alınmalı,genel,pozitif
Vallaha geç geldi ama güzel geldi çok da beğendim memnun kaldım 2aydırda kullanıyorum şükür bir sorunu yok❤️‍🔥,genel,pozitif
Vallaha geç geldi ama güzel geldi çok da beğendim memnun kaldım 2aydırda kullanıyorum şükür bir sorunu yok❤️‍🔥,kargo,negatif
Vatan bilgisayardan aldım.sorunsuz ve hızlı geldi. Gayet başarılı,kargo,pozitif
Verdigim her bir liraya yazık ettim. Iphone = kalite yalanını bizzat yaşıyorum bir  güncelleme yaptı ki artık telefon ile konuşma yapmak hayal oldu hat yok ibar,kalite,negatif
Wp arka resmini degistrince mesaj yazilan kisim titriyor sebebini cozemedim insgtramda reel izlerken bazen saniyelik ekran parlakligi dusuuyor hersey kapali olm,ses_goruntu,negatif
Yaklaşık 1 aydır hiç bir sorun çıkmadı çok beğenerek kullanıyorum teşekkürler,genel,pozitif
Yaklaşık 10 ay önce aldım donma ve kasma problemi yaşıyorum bir yıl ek garanti de aldık telefonu hangi servise gönderebilirim,genel,negatif
Yavaş kargo,kargo,negatif
Yeni Geldi Elime Şimdilik Bi Sıkıntı Yok Kargo Vs Paketleme Güzel,kargo,pozitif
Yeni Geldi Elime Şimdilik Bi Sıkıntı Yok Kargo Vs Paketleme Güzel,ambalaj,pozitif
Yeni kullanmaya başladım şuanlık güzel,genel,pozitif
Yetkili satıcıdan almayı tercih ederek aldım problemsiz elime ulaştı,kargo,pozitif
Ziraat ve enpara gibi bankacılık uygulamalarında donuyor. Mobil internet hızı düşük.,genel,negatif
adığım 10 gün oldu oyun oynarken telefon yanıyor nedenini bilmiyorum aslında videolarında en güçlü oyunları bile oynarken ısınmaz diyordu,batarya,negatif
adığım 10 gün oldu oyun oynarken telefon yanıyor nedenini bilmiyorum aslında videolarında en güçlü oyunları bile oynarken ısınmaz diyordu,ses_goruntu,negatif
alalı  bir buçuk ay oldu çok güzel telefon bi sorun yaşamadım kullanışlı hızlı şarj oluyor kamerası güzel iyi ki almışım diyorum umarım uzun süre benle olur,batarya,pozitif
alalı  bir buçuk ay oldu çok güzel telefon bi sorun yaşamadım kullanışlı hızlı şarj oluyor kamerası güzel iyi ki almışım diyorum umarım uzun süre benle olur,ses_goruntu,pozitif
aldığıma pişman  oldum şarjı yarım gün dayanmıyor,genel,negatif
aldığıma pişman  oldum şarjı yarım gün dayanmıyor,batarya,negatif
almaya değer bir ürün,genel,pozitif
almaya değer bir ürün,fiyat,pozitif
alın çok güzel,genel,pozitif
amcamın oğlu na aldık çok beğendi trenyol hem uygun heme kolay ulaşılıyor sparişleri hıc ihmal etmezler teşekkür ederim,genel,pozitif
amcamın oğlu na aldık çok beğendi trenyol hem uygun heme kolay ulaşılıyor sparişleri hıc ihmal etmezler teşekkür ederim,fiyat,pozitif
android den geçiş yaptım biraz zorlanıyorum ama alışacagim  efsane aşık oldum 😂 hızlı geldi ve sağlam paketlenmisti satıcıya teşekkür ederim 🙏🏻  güncellememe,kargo,pozitif
android den geçiş yaptım biraz zorlanıyorum ama alışacagim  efsane aşık oldum 😂 hızlı geldi ve sağlam paketlenmisti satıcıya teşekkür ederim 🙏🏻  güncellememe,kalite,pozitif
android den geçiş yaptım biraz zorlanıyorum ama alışacagim  efsane aşık oldum 😂 hızlı geldi ve sağlam paketlenmisti satıcıya teşekkür ederim 🙏🏻  güncellememe,ambalaj,pozitif
annem için aldım rahat kullanıyor,genel,notr
anneme aldım çok begendik,genel,pozitif
anneme hediye aldım iyiki almışım çok güzel telefonn,genel,pozitif
anneme hediye aldım çok memnun,genel,pozitif
anneme hediye olarak almıştım ve çok da memnun kullanırken,genel,pozitif
"anneme ve kendime aldim cok memnunuz hic düşünmeden alabilirsiniz, bu pahalılıkta en güzel telefon bu",genel,pozitif
"anneme ve kendime aldim cok memnunuz hic düşünmeden alabilirsiniz, bu pahalılıkta en güzel telefon bu",fiyat,pozitif
arkadaşlar firma ürünü faturasız gönderdi kutuyu açmadığım için iade ettim defalarca fatura istemem rağmen ürünün faturasıı temin edemediler satıcı trendyola yö,genel,negatif
babam 4 aydir kullaniyor ve memnun,genel,pozitif
babama hediye olarak aldık duruşu güzel,genel,pozitif
bana gönderilen bu cihaz müthiş birde aparatlari olsaydı dahada iyi olurdu pataryasi ve kılıfı ekran koruyucu yok,genel,pozitif
beklediğim gibi tavsiye ederim,genel,pozitif
beklediğimden daha iyi,genel,pozitif
bi ton para verip içinde şarz adaptörü olmaması çok yanlış ayrıyeten para verip adaptör almak doğru değil,fiyat,negatif
bi ton para verip içinde şarz adaptörü olmaması çok yanlış ayrıyeten para verip adaptör almak doğru değil,batarya,negatif
bir sorun çıkmadı alınabilir,genel,pozitif
birkaç gün önce buradan 40bin liraya aldım şimdi aynı yerde aynı telefon 39bin liraya satılıyor. amazon'da ise 38bin liraya satılıyor.,genel,notr
bu fiyata bu ürün normal. güzel,fiyat,pozitif
bu satıcadan ürün almanızı tavsiye etmiyorum ürünlerinde sorun yaşanıyor,genel,negatif
bu urunu iade icin gonderdim kutusunu hic acmadim 20 nisanda teslim almislar hala iade inceleniyor diyor trendyol asistandan musteri hizm canli baglandim 21 is,kargo,negatif
bu urunu iade icin gonderdim kutusunu hic acmadim 20 nisanda teslim almislar hala iade inceleniyor diyor trendyol asistandan musteri hizm canli baglandim 21 is,ambalaj,negatif
cok güzel bir telefon memnun kaldim,genel,pozitif
dokunmadığı çok kötü bazen hiç basmıyor hatta kesinlikle tavsiye etmem,genel,negatif
elime sapa sağlam geldi paketleme çok özenliydi teşekkür ederim.,kalite,pozitif
elime sapa sağlam geldi paketleme çok özenliydi teşekkür ederim.,ambalaj,pozitif
esime aldikdan sonra annemede siparis  verdik sahane düşünmeden alabilirsiniz,genel,pozitif
eşim yılbaşı hediyesi aldı severek kullanıyorum gayet sağlam özenli bi şekilde geldi,kalite,pozitif
eşime aldım çok beğendi paketleme güzeldi teşekkürler almak isteyenler düşünmeden alabilir,ambalaj,pozitif
eşime doğum günü hediyesi olarak aldım memnun kaldı,genel,pozitif
eşime supriz olarak aldım çok beğendi sorunsuz elimize ulaştı gönül rahatlığı ile alabilirsiniz,genel,pozitif
f/p iyi güzel,genel,pozitif
f/p ürünü güzel,genel,pozitif
fatura gelmedi ilgilenen biri ulaşabilir mi,genel,negatif
"fatura göndermediler bakalım 1 2 gün bekleyeceğim, aksi taktirde yasal hakkımı kullanıp vergi dairesine şikayette bulunacağım. fatura gönderirlerse yorumu değiş",genel,notr
faturadan dolayı problem yaşadım destekten faydalanamadim,genel,negatif
faturam gelmedi faturayı gonderirmsnz fatura görüntüleme kısmında çıkmıyor,genel,negatif
faturam gelmedi istiyorum ikidebir asistanı atıyor oradan da gelmedi bide kurumsal  firma olacaksınız,genel,notr
faturam gelmemiş lütfen faturamı gönderin,genel,notr
faturam neden gelmedi,genel,notr
faturası için de yok,genel,negatif
faturaya tc kimlik numarası ekleniyor mu?,genel,notr
faturayla ilgili sorun çıktığı için iade etmek zorunda kaldım,genel,negatif
fena değil alinabilir,genel,pozitif
fiyat performans denilebilir,fiyat,pozitif
fiyat performans olarak güzel bir ürün. anneme aldık şuanlık memnun,genel,pozitif
fiyat performans olarak güzel bir ürün. anneme aldık şuanlık memnun,fiyat,pozitif
fiyat performans ürünü,fiyat,pozitif
fiyatina göre iyi telefon,fiyat,pozitif
fiyatı 18.500 dü 10 gün kadar önce. sepetimde durdu 2 saat. belirli sebeplerden dolayı hemen alamadım. tam satın alacaktım ki fiyatı bin tl yükseldi. çok zoruma,fiyat,notr
fiyatı ucuz kalitesi sağlam hiç düşünmeyin,kalite,pozitif
fiyatı ucuz kalitesi sağlam hiç düşünmeyin,fiyat,pozitif
fiyatına göre iyi telefon.,fiyat,pozitif
garanti belgesi ve faturası gönderilmemiş eksik geldi.,genel,negatif
garanti belgesi çıkmadı içinden . iade mi etmem gerekiyor şimdi.,genel,negatif
gayet güzel bir telefon alabilirsiniz sorunsuz geldi,genel,pozitif
gayet güzel şuan sorunsuz bir şekilde kullanıyorum,genel,pozitif
gayet yerinde fiyat performans,fiyat,pozitif
gayette iyi beğendim fiyatına göre çok iyi,genel,pozitif
gayette iyi beğendim fiyatına göre çok iyi,fiyat,pozitif
görüntü kalitesi iyi. şu an stabil çalışıyor ama hafıza doldukça yavaşlamaya başladı,kalite,pozitif
görüntü kalitesi iyi. şu an stabil çalışıyor ama hafıza doldukça yavaşlamaya başladı,ses_goruntu,pozitif
güvenle alıp kullanabilirsiniz teşekkür ederim satıcı firmaya kargoda baya hızlıydı helal,kargo,pozitif
güzel,genel,pozitif
güzel  telefon.tavsiye ederim,genel,pozitif
güzel begendik,genel,pozitif
güzel bir telefon hasarsız geldi ama güzel paketlenmemiş kırılabilirdi.,kalite,pozitif
güzel bir telefon hasarsız geldi ama güzel paketlenmemiş kırılabilirdi.,ambalaj,pozitif
güzel bir ürün iki tane aldım,genel,pozitif
güzel geldi,genel,pozitif
güzel iş görüyor ancak kutudan adaptör çıkmadığı için vede usb kablo başka adaptörlere uymadığı için ekstradan 545 tl ye adaptör almak durumunda kaldık değerlen,fiyat,negatif
güzel paketlenmiş,ambalaj,pozitif
güzel sevdim,genel,pozitif
güzel telefon,genel,pozitif
güzel telefon görünüşünü çok beğendim,genel,pozitif
güzel telefon ucuz da yani ayrıca kamerası çok güzel çekiyor. fazla para verip başka  telefon almaya gerek yok yani. gerçi bizde fazla parada yok zaten o da far,fiyat,pozitif
güzel telefon ucuz da yani ayrıca kamerası çok güzel çekiyor. fazla para verip başka  telefon almaya gerek yok yani. gerçi bizde fazla parada yok zaten o da far,ses_goruntu,pozitif
güzel ve kaliteli,kalite,pozitif
güzel ürün itina ile hazırlanmış güzel geldi,genel,pozitif
güzel ürün paketleme güzel ve hızlı geldı teşekkür ederim,ambalaj,pozitif
harika tavsiyemdir,genel,pozitif
harika ürün herkese tavsiye ederim güzel paketleme,genel,pozitif
harika ürün herkese tavsiye ederim güzel paketleme,ambalaj,pozitif
harıka cok iyi tam aradıgımız telefon kızım için aldık çok begendı,genel,pozitif
hiç tereddüt etmeden aldım ve iyiki almışım kargoda hızlıydı teşekkürler,kargo,pozitif
hoş ve güzel faturasız geldi,genel,pozitif
hızlı bir şekilde elime ulaştı Ürün  güzel paketleme biraz özensizdi,genel,pozitif
hızlı bir şekilde elime ulaştı Ürün  güzel paketleme biraz özensizdi,kargo,pozitif
hızlı bir şekilde elime ulaştı Ürün  güzel paketleme biraz özensizdi,ambalaj,negatif
hızlı geldi,kargo,pozitif
hızlı kargo,kargo,pozitif
hızlı teslimat. sorunsuz ürün,kargo,pozitif
iPhone 13 hayallerimin telefonu arkadaşlar ben aşırı memnunum tavsiye ederim,genel,pozitif
"iPhone 8 Plus, iPhone 11 ve sonrasında iPhone 13 arasında belirgin farklar olsa da,iPhone 13’te kamerada canlı renk tonları eklenmiş ve işlemci daha güçlü, anca",ses_goruntu,notr
iPhone kalitesi eşime aldım çok beğendi,kalite,notr
ikinci telefonu istedim çok güzel,genel,pozitif
ilk basta saticiyla biraz sorun yaşadık ama stogumuz kalmadi dediler ama geri gönderdiler,genel,negatif
indirmde eşime hediye almıştım çok memnun kaldık,genel,pozitif
"internete bağlanma sorunu var,",genel,negatif
iphone killer,genel,notr
istediğim gibi geldi teşekkürler,genel,pozitif
iyi,genel,pozitif
iyi gibi yani,genel,pozitif
iyi güzel sorunsuz geldi,genel,pozitif
iyi iyi iş görüyor.,genel,pozitif
işlemci sandığımdan yetersiz çıktı gündelik kullanım için alınabilir.,genel,notr
kardeşime aldım beğendi.,genel,pozitif
kardeşime aldım gayet iyi beğendi,genel,pozitif
kardeşimin doğum günü hediyesi için almıştım çok beğendi çok uygunada aldım,fiyat,pozitif
kargo hızlı paketleme guzeldi,kargo,pozitif
kargo hızlı paketleme guzeldi,ambalaj,pozitif
kargo içeriğinde faturaya rastlamadım. telefon kutusunu açmadım. kutu içindemi fatura.,kargo,notr
kargo çok hızlıydı,kargo,pozitif
kargolama paketleme çok iyi faturasyla ulasti,kargo,pozitif
kargolama paketleme çok iyi faturasyla ulasti,ambalaj,pozitif
kayıt dışıdır diye mesaj  geldi kvk lı değil mi cihaz,genel,notr
kazasız bir şekilde iPhone sağlam teslim aldık teşekkür ederiz emeği geçen herkese saygılar sevgiler diliyorum,kargo,pozitif
kazasız bir şekilde iPhone sağlam teslim aldık teşekkür ederiz emeği geçen herkese saygılar sevgiler diliyorum,kalite,pozitif
kaç gün geçti hala fatura bekliyorum,genel,negatif
kesinlikle beyaz alın,genel,notr
kesinlikle tavsiye etmiyorum Aras kargo ile çalışıyorlar ve çok sorumsuz bı kargo firimasi kargomu benden habersiz başka birine vermişler şuan çok mağdurum hiç,genel,negatif
kesinlikle tavsiye etmiyorum Aras kargo ile çalışıyorlar ve çok sorumsuz bı kargo firimasi kargomu benden habersiz başka birine vermişler şuan çok mağdurum hiç,kargo,negatif
keşke içine boş poşet koymak yerine daha güvenli ve sağlam gelmesini saglicak bişi koysaydiniz,kalite,negatif
kulaklık ve şarj olsaydı çok iyi olurdu  tlfonunum çok güzel memnun kaldım,genel,pozitif
kulaklık ve şarj olsaydı çok iyi olurdu  tlfonunum çok güzel memnun kaldım,batarya,pozitif
kullanışlı,genel,notr
kurulumunu çok zor yaptım şu anlık iyi içiniz rahat edecekse burdan alın etmeyecekse bayiden alın siz,genel,pozitif
kusurlu ürün gönderildi. sağ üstte nokta gibi şekiller var ve alt kısımda da lekeler mevcut. iade gönderiyorum,kalite,negatif
kutu özenlidi sadece fatura yoktu e-posta atıyorlar ürün orijinal garanti,kalite,pozitif
kutuda çıkardım şarja taktım olmadı ürünü garantiye gonderdim,batarya,notr
kutunun içinden şarj adaptörü çıkmadi neden,genel,negatif
küçük bir telefonu kocaman  karton kutuya koyup göndermek.  koruyucu poset dahi yoktu telefon kutunun içerisinde bi oyana bi bur yana sağlıksız geldi kargoda,kargo,notr
küçük bir telefonu kocaman  karton kutuya koyup göndermek.  koruyucu poset dahi yoktu telefon kutunun içerisinde bi oyana bi bur yana sağlıksız geldi kargoda,ambalaj,notr
kızma ve kendime aldım kullanışlı bir telfon,genel,notr
kızıma aldım teknosaya teşekür ederim sorunsuz ulaştı elime  sağlam firma,kalite,pozitif
magzadan alın kusurlu ürün gönderiyolar,kalite,negatif
memnun kaldim tmeiz media marketten geldi güzel cihaz teşekürler,genel,pozitif
memnun kaldık sorunsuz geldi,genel,pozitif
memunun kaldım almanızı tavsiye ederim,genel,pozitif
mukemmel🙏😊,genel,pozitif
mükemmel bir f/p telefonu,genel,pozitif
"mükemmel. kendim aldım, çok memnun kaldım. akabinde hanımada aldım.",genel,pozitif
naasıll memnun kaldik nasıllll bir bilsenizz sarj kablomuzda bu sekilde geldi 10 numara 5 yildız daha ne olsun bu  son olsun,genel,pozitif
naasıll memnun kaldik nasıllll bir bilsenizz sarj kablomuzda bu sekilde geldi 10 numara 5 yildız daha ne olsun bu  son olsun,batarya,pozitif
oglum icin almisrim cok memnun guzel kullanisli tskler samsung  herkes gönul rahatligiyla alabilir,genel,pozitif
ogluma aldım cok begendı ıkı gunde elime ulastı,kargo,pozitif
ogrenci vergi indiriminden faydalanmak icin alanlar asla almasin bir ton ugrasmama ragmen faturayi dogru sekilde duzenlemiyorlar paketi hic acmadan iade ettim v,fiyat,negatif
orjinal apple kutusu neden değil bilgi verir misiniz? böyle bir şey alana kadar yazmıyordu,kalite,negatif
orjinal apple kutusu neden değil bilgi verir misiniz? böyle bir şey alana kadar yazmıyordu,ambalaj,negatif
orjinal ürün hızlı teslimat ve diğer satıcılara göre uygun fiyat. insan bı hediye kılıf ekran koruyucu koyardı ama,kargo,pozitif
orjinal ürün hızlı teslimat ve diğer satıcılara göre uygun fiyat. insan bı hediye kılıf ekran koruyucu koyardı ama,kalite,pozitif
orjinal ürün hızlı teslimat ve diğer satıcılara göre uygun fiyat. insan bı hediye kılıf ekran koruyucu koyardı ama,fiyat,pozitif
orjinal ürün hızlı teslimat ve diğer satıcılara göre uygun fiyat. insan bı hediye kılıf ekran koruyucu koyardı ama,ses_goruntu,pozitif
oğlum kullanıyor ve çok güzel kamerası aşırı kullanisli,ses_goruntu,pozitif
oğluma  hediye aldım,genel,notr
paketleme güzel kargo hızlı orjinal ürün alin aldırın tskler,kargo,pozitif
paketleme güzel kargo hızlı orjinal ürün alin aldırın tskler,kalite,pozitif
paketleme güzel kargo hızlı orjinal ürün alin aldırın tskler,ambalaj,pozitif
paketleme hic guzel degildi ama telefon guzel begedim,ambalaj,negatif
paketleme ve ulaşım güzel teşekkürler,ambalaj,pozitif
paketleme çok iyi patpat ve koliyle yollamışlar araya hafta sonu girdiği icin gec geldi ama sorunsuz geldi kargo hizli olabilirdi,kargo,negatif
paketleme çok iyi patpat ve koliyle yollamışlar araya hafta sonu girdiği icin gec geldi ama sorunsuz geldi kargo hizli olabilirdi,ambalaj,pozitif
paraninin hakkını veriyor,fiyat,notr
parasina göre iyi,fiyat,pozitif
saglam ulasti elime kisa surede memnun kaldim,genel,pozitif
saglam ulasti elime kisa surede memnun kaldim,kalite,pozitif
saj cihazım gelmedi. özensiz bir paketti   hiç memnun kalmadim,genel,negatif
samsun güzel,genel,pozitif
samsung galaksy a30 dan geçitiğim için biraz boyutu küçük geldi onun dışında iyi sorunsuzdu,genel,pozitif
samsung galaxy a24 aldım oğluma bugün geldi ama içinden sarj adaptörü ve kablosu yok koskoca samsung bu kadar dustumu yazık okadar para ver bide sadece iki tara,fiyat,negatif
satıcı bir türlü faturayı yollamadı almayın arkadaslar,genel,negatif
sağlam geldi,kalite,pozitif
sağlam geldi paketleme iyi şarj kablosu arızalı geldi.Ucuz sanmayın şarj adaptörü şarj kablosu 1200yl yapıyo onuda ekleyin fiyata,kalite,negatif
sağlam geldi paketleme iyi şarj kablosu arızalı geldi.Ucuz sanmayın şarj adaptörü şarj kablosu 1200yl yapıyo onuda ekleyin fiyata,fiyat,negatif
sağlam geldi paketleme iyi şarj kablosu arızalı geldi.Ucuz sanmayın şarj adaptörü şarj kablosu 1200yl yapıyo onuda ekleyin fiyata,batarya,negatif
sağlam geldi paketleme iyi şarj kablosu arızalı geldi.Ucuz sanmayın şarj adaptörü şarj kablosu 1200yl yapıyo onuda ekleyin fiyata,ambalaj,pozitif
sevdik kardesime aldım,genel,notr
severek kullanıyoruz kesinlikle güvenle ala bilirsiniz,genel,notr
sipariş etimde biraz tereddüt ettim ama İyikii almışım tavsiye ediyorum hem uygun hemde sağlam şekilde elime ulaştı çok teşekkür ediyorum,genel,pozitif
sipariş etimde biraz tereddüt ettim ama İyikii almışım tavsiye ediyorum hem uygun hemde sağlam şekilde elime ulaştı çok teşekkür ediyorum,kargo,pozitif
sipariş etimde biraz tereddüt ettim ama İyikii almışım tavsiye ediyorum hem uygun hemde sağlam şekilde elime ulaştı çok teşekkür ediyorum,kalite,pozitif
sipariş etimde biraz tereddüt ettim ama İyikii almışım tavsiye ediyorum hem uygun hemde sağlam şekilde elime ulaştı çok teşekkür ediyorum,fiyat,pozitif
sonuna kadar güvenip alabilirsiniz içinde kablosu da var,genel,pozitif
sonuna kadar güvenip alabilirsiniz içinde kablosu da var,batarya,pozitif
sorunsuz bi şekilde geldi ve diğer yerlere göre baya uyguna aldım tavsiye ederim,genel,pozitif
sorunsuz bi şekilde geldi ve diğer yerlere göre baya uyguna aldım tavsiye ederim,fiyat,pozitif
sorunsuz bir şekilde ulaştı,genel,pozitif
sorunsuz geldi beğendim ama keşke şarj başlığı olsaydı,genel,pozitif
sorunsuz geldi beğendim ama keşke şarj başlığı olsaydı,batarya,pozitif
sorunsuz geldi elime,genel,pozitif
sorunsuz geldi telefon ama sarj aletinin kafa Kısmı cikmadi o yüzden puan kiriyorum,batarya,negatif
süper beğendim,genel,pozitif
süper iphoneden şaşmam asla,genel,pozitif
süper kalite hızlı kargo güvenilir satıcı,kargo,pozitif
süper kalite hızlı kargo güvenilir satıcı,kalite,pozitif
sıfır  telefonun ekranı cizik geldi ve paket açıktı aradım müsteri hizmetlerini bagla satıcıya  dedim öyle bişey yaapamayız diyor telefonun taksiti geldi ve tel,kalite,negatif
sıfır  telefonun ekranı cizik geldi ve paket açıktı aradım müsteri hizmetlerini bagla satıcıya  dedim öyle bişey yaapamayız diyor telefonun taksiti geldi ve tel,ses_goruntu,negatif
sıfır ürün diye pili değiştirilmiş tamir görmüş yenilenmiş telefonu göndermişler. (telefonu detaylı inceleyince kendisi gösteriyor zaten. süper zeki olmaya gere,genel,negatif
sıfır ürün diye pili değiştirilmiş tamir görmüş yenilenmiş telefonu göndermişler. (telefonu detaylı inceleyince kendisi gösteriyor zaten. süper zeki olmaya gere,kalite,negatif
sıkıntısız teslim edildi güzeş,kargo,pozitif
tahmin ettiğinden çok daha iyi ve hızlı geldi 2 gunde elime ulaştı güzelce  paketlenmişti kullanmaya devam edecem bir sorun olursa yorumumu guncellerim,kargo,pozitif
tahmin ettiğinden çok daha iyi ve hızlı geldi 2 gunde elime ulaştı güzelce  paketlenmişti kullanmaya devam edecem bir sorun olursa yorumumu guncellerim,ambalaj,pozitif
tam bir performans ürünü bir telefondan beklenilen her şeyi karşılıyor. hızı çok iyi.,genel,pozitif
tam istediğim gibi güzel bir şekilde paketlenmiş tavsiye ederim teşekkür ederim 🙂,genel,pozitif
tam istediğim gibi güzel bir şekilde paketlenmiş tavsiye ederim teşekkür ederim 🙂,ambalaj,pozitif
tavsiye ederim.,genel,pozitif
tedirginlikle aldım inşallah memnun kalırım.  Paketi dün açtığımızda köşe detayında küçük bir soyulmaya benzer Bi çizik tarzı bisey var. ses konusunda sıkıntı y,genel,pozitif
tedirginlikle aldım inşallah memnun kalırım.  Paketi dün açtığımızda köşe detayında küçük bir soyulmaya benzer Bi çizik tarzı bisey var. ses konusunda sıkıntı y,kalite,negatif
tedirginlikle aldım inşallah memnun kalırım.  Paketi dün açtığımızda köşe detayında küçük bir soyulmaya benzer Bi çizik tarzı bisey var. ses konusunda sıkıntı y,ses_goruntu,pozitif
telefon aldım ürün teslim edildi gayet iyi çıktı  yıllardır kullanıyorum,kargo,pozitif
telefon bir harika çok beğendim sorunsuz elime ulaştı teşekkür ederim,genel,pozitif
telefon bir harika çok beğendim sorunsuz elime ulaştı teşekkür ederim,kargo,pozitif
telefon guzel evet ama sarj fişi yok başligi ama kablosu var ve hic bir başlığa uymuyor kücük kaliyor onu da gönderseler sevinirdim,genel,pozitif
telefon guzel kullanışlı ancak içerisinden şarj kablosu çıkmadı,genel,pozitif
telefon guzel şarjı çabuk bitiyor,batarya,negatif
telefon güzel ama şarj adaptörü içinde olsa daha iyi olurdu onun dışında güzel,batarya,pozitif
telefon güzel fiyatına göre ama şarj adaptörü çıkmadı içinden,fiyat,pozitif
telefon nun sesi gelip gidiyor sistem sesleri telefonu sıfır diye almıştık,ses_goruntu,negatif
telefon sağlam geldi anneme aldık kamerası baya iyi güvenerek alabilirsiniz,genel,pozitif
telefon sağlam geldi anneme aldık kamerası baya iyi güvenerek alabilirsiniz,kalite,pozitif
telefon sağlam geldi anneme aldık kamerası baya iyi güvenerek alabilirsiniz,ses_goruntu,pozitif
telefon sorunsuz ulaştı ama eksik geldi sadece kablo geldi oda ikitarafıda ince şarj kafası yok?,genel,negatif
telefon çok güzel kızım için aldım çok memnun☺️,genel,pozitif
telefon çok isiniyo,batarya,negatif
telefona çok iyi uydu,genel,pozitif
telefonda sorun yok fakat orjinal kablo şarj etmiyor bozuk çıktı kurulum yapılmış telefonun hepsini gönder diyor Teknosa sadece kablo bozuk her şey neden değişs,genel,negatif
telefonda sorun yok fakat orjinal kablo şarj etmiyor bozuk çıktı kurulum yapılmış telefonun hepsini gönder diyor Teknosa sadece kablo bozuk her şey neden değişs,kalite,negatif
telefonu aldıktan sonra gece çekimi yapma zamanım olmamıştı hiç dün çekip çekip farkettim arka flashla pul pul görüntüler var hemen dönüş sağlarmısınız,ses_goruntu,negatif
telefonu oğluma aldım memnun,genel,pozitif
telefonum sarjda ve kullanirken cok isiniyor 6 ay oldu ve pil sağlığım  95,batarya,negatif
telefonun dokunmatiği arızalı çıktı servise verdim kullanamadan,kalite,negatif
telfonda sorun cıktı yetkili servisle ulasmak istiyorum satıcı mesajıma bakmıyor yardımcı olur musunuz,genel,negatif
"teslimat denildiği tarihte geldi, teslimat konusunda memnun kaldım telefonu da e devlet üzerinden imei sorgulama ile teyit ettim, herhangi bi yerinde çizik vs y",genel,pozitif
"teslimat denildiği tarihte geldi, teslimat konusunda memnun kaldım telefonu da e devlet üzerinden imei sorgulama ile teyit ettim, herhangi bi yerinde çizik vs y",kargo,pozitif
"teslimat denildiği tarihte geldi, teslimat konusunda memnun kaldım telefonu da e devlet üzerinden imei sorgulama ile teyit ettim, herhangi bi yerinde çizik vs y",kalite,negatif
"teşekkür ederiiiz babama aldım çok memnun oldu kamerası falan güzel, sağlam, yeni ve kullanışlı bir ürün almayı çok tereddüt ettim iyiki de almışım güvenilir bi",genel,pozitif
"teşekkür ederiiiz babama aldım çok memnun oldu kamerası falan güzel, sağlam, yeni ve kullanışlı bir ürün almayı çok tereddüt ettim iyiki de almışım güvenilir bi",kalite,pozitif
"teşekkür ederiiiz babama aldım çok memnun oldu kamerası falan güzel, sağlam, yeni ve kullanışlı bir ürün almayı çok tereddüt ettim iyiki de almışım güvenilir bi",ses_goruntu,pozitif
teşekkür ederim Çok hızlı çok güvenli geldi tavsiye ederim,genel,pozitif
teşekkürler,genel,pozitif
tlfn geldi güzel ama paketleme sıfır kutunun kapağı yok bide tlfn açılmıyo şarja taktım gene açılmadı  iadeye edicem şimdi,batarya,negatif
tlfn geldi güzel ama paketleme sıfır kutunun kapağı yok bide tlfn açılmıyo şarja taktım gene açılmadı  iadeye edicem şimdi,ambalaj,negatif
tr garantilimj emin değilim ama gayet iyi suanlik,genel,pozitif
"trendyoldan ve trendyol isimli satıcıdan telefon aldığım güne yazıklar olsun gerçekten. geldiğindeki özensiz paketlemeyi falan geçiyorum. ürünü alalı 2,5 ay old",ambalaj,negatif
uygun,fiyat,pozitif
"vergisiz telefon desteğinden yararlanmak için aldım, faturam henüz bana ulaşmadı maalesef. 8 gündür bekliyorum. telefonu da fatura gelmediği için açamadım. tc k",genel,negatif
yakışıklı kardeşime aldım güzel,genel,pozitif
yanında şarj aleti veya kulaklık olsaydı daha iyi olurdu.,batarya,pozitif
yorumlara bakarak aldim ürün sağlam geldi fakat çok geç geldi 3 gün sürdü ertesi gün falan da gelmedi paketleme de dandikti ama ürün sağlam sorun yok alabilirsi,kargo,negatif
yorumlara bakarak aldim ürün sağlam geldi fakat çok geç geldi 3 gün sürdü ertesi gün falan da gelmedi paketleme de dandikti ama ürün sağlam sorun yok alabilirsi,kalite,pozitif
