yorum,aspect,sentiment
Çok güzel bir ürün hemde çok uygun paketleme güzeldi hayırlı olsun hanemize,ambalaj,pozitif
Çok güzel geldi eşime aldım,genel,pozitif
Çok güzel paketlenmiş tşk ederim sorunsuz teslim edildi❤️,kargo,pozitif
Çok güzel paketlenmiş tşk ederim sorunsuz teslim edildi❤️,ambalaj,pozitif
Çok güzel telefon harika,genel,pozitif
Çok güzel teşekkürler,genel,pozitif
Çok güzel çok beğendim ama paketlemeye daha özen göstermelisiniz,genel,pozitif
Çok güzel çok beğendim ama paketlemeye daha özen göstermelisiniz,ambalaj,negatif
Çok güzel çok memnunum aldıktan sonra ailedekilere de iki tane daha aldık,genel,pozitif
Çok güzel ürün,genel,pozitif
Çok güzel 💖❤️‍🔥💖❤️‍🔥💖 satıcıya teşekkür ediyorum hemen kargoya verdi,kargo,pozitif
Çok hızlı bir şekilde kargoya verildi hemen ulaştı çok teşekkür ederim ürün Orjinal 24 ay garantili çok teşekkür ederim,kargo,pozitif
Çok hızlı bir şekilde kargoya verildi hemen ulaştı çok teşekkür ederim ürün Orjinal 24 ay garantili çok teşekkür ederim,kalite,pozitif
Çok hızlı geldi çok beğendim cihazi teşekkürler ederim,genel,pozitif
Çok hızlı geldi çok beğendim cihazi teşekkürler ederim,kargo,pozitif
Çok hızlı teslimat oldu.,kargo,pozitif
Çok iyi alın,genel,pozitif
Çok iyi paketlenmiş elime sağlam ulaştı erken teslim almanızı tavsiye ederim,genel,pozitif
Çok iyi paketlenmiş elime sağlam ulaştı erken teslim almanızı tavsiye ederim,kargo,pozitif
Çok iyi paketlenmiş elime sağlam ulaştı erken teslim almanızı tavsiye ederim,kalite,pozitif
Çok iyi paketlenmiş elime sağlam ulaştı erken teslim almanızı tavsiye ederim,ambalaj,pozitif
Çok iyi telefon tavsiye edilir,genel,pozitif
Çok iyi ürün,genel,pozitif
Çok iyi...,genel,pozitif
Çok kullanışlı,genel,notr
Çok kullanışlı iyi ki de almışım diyorum,genel,pozitif
Çok kötüyüm,genel,negatif
"Çok kısa sürede elime ulaştı paketlemesi de iyi ürün de güzel tavsiye ederim, teşekkürler",genel,pozitif
"Çok kısa sürede elime ulaştı paketlemesi de iyi ürün de güzel tavsiye ederim, teşekkürler",kargo,pozitif
"Çok kısa sürede elime ulaştı paketlemesi de iyi ürün de güzel tavsiye ederim, teşekkürler",ambalaj,pozitif
Çok memnun kaldım alırken tereddüt etmiştim iyi ki almışım gönül rahatlığıyla alabilirsiniz,genel,pozitif
Çok memnunum Trendyol satıcısından aldım,genel,pozitif
Çok memnunum iyikı aldım 7 aydır kullanıuorum bı problem yok,genel,pozitif
Çok memnunum yaklaşık 3 aydır kullanıyorum güvenilir alabilirsiniz,genel,pozitif
Çok memnunum. Ancak içinden hiçbir şey çıkmıyor. Pes yani. Samsung da müşterileri akıllı olmayan yerine koyuyor :D,genel,notr
Çok memnunum. Şarz kalitesi çok iyi. Tavsiye ederim.,genel,pozitif
Çok memnunum. Şarz kalitesi çok iyi. Tavsiye ederim.,kalite,pozitif
Çok pratik güEl ürün paketleme sağlam,kalite,pozitif
Çok pratik güEl ürün paketleme sağlam,ambalaj,pozitif
Çok teşekkürler ilk defa internete güvenerek aldım çok güzel öok menunum hiç problem yok,genel,pozitif
"Çok çabuk geldi inanamadık. Anneme hediye almıştım. Sorunsuz geldi, güvenip alabilirsiniz.Teşekkürler.",genel,pozitif
Çok ısınıyor,batarya,negatif
Öncelikle muazzam hızlı bir şekilde elime ulaştı.Yaklaşık 18 saatte elimdeydi telefon.Kargolama biraz daha özenli olabilirdi.Kargonun dışında ezilmeler vardı.Te,kargo,pozitif
Öncelikle muazzam hızlı bir şekilde elime ulaştı.Yaklaşık 18 saatte elimdeydi telefon.Kargolama biraz daha özenli olabilirdi.Kargonun dışında ezilmeler vardı.Te,ambalaj,negatif
Özenle paketlenmiş ve İyiki almışım çok memnunum tavsiye ederim 👍,genel,pozitif
Özenle paketlenmiş ve İyiki almışım çok memnunum tavsiye ederim 👍,ambalaj,pozitif
ÜRÜN İYİ FİYAT ÇOK YÜKSEK,fiyat,negatif
ÜRÜN İYİ FİYAT ÇOK YÜKSEK,fiyat,negatif
Ürüm sağlam bir şekilde elime teslim edildi. İçinden adaptörü de çıkıyor. Bir aydır kullanıyorum ve hiçbir sıkıntı yok teşekkür ederim,kargo,pozitif
Ürüm sağlam bir şekilde elime teslim edildi. İçinden adaptörü de çıkıyor. Bir aydır kullanıyorum ve hiçbir sıkıntı yok teşekkür ederim,kalite,pozitif
Ürün  gayet güzel satıcıya çok teşekkür ederim gayet sağlam ve başarılı bir paketleme olmuş ve kargom çok çabuk geldi güvenle alına bilir tavsiye ederim.,genel,pozitif
Ürün  gayet güzel satıcıya çok teşekkür ederim gayet sağlam ve başarılı bir paketleme olmuş ve kargom çok çabuk geldi güvenle alına bilir tavsiye ederim.,kargo,pozitif
Ürün  gayet güzel satıcıya çok teşekkür ederim gayet sağlam ve başarılı bir paketleme olmuş ve kargom çok çabuk geldi güvenle alına bilir tavsiye ederim.,kalite,pozitif
Ürün  gayet güzel satıcıya çok teşekkür ederim gayet sağlam ve başarılı bir paketleme olmuş ve kargom çok çabuk geldi güvenle alına bilir tavsiye ederim.,ambalaj,pozitif
Ürün 5 günde anca gelime ulaştı ayrıca faturası yok lütfen faturasını gönderin ürünün ayrıca paketleme çok özensiz,kargo,negatif
Ürün ambalajı şeffaf jelatin üstünde yoktu. Açılmıştı sanırım daha önce iade edilen bir ürünü tarafıma göndermişler. Ürün içerisinden faturası çıkmadı faturanın,genel,negatif
Ürün ambalajı şeffaf jelatin üstünde yoktu. Açılmıştı sanırım daha önce iade edilen bir ürünü tarafıma göndermişler. Ürün içerisinden faturası çıkmadı faturanın,kalite,negatif
Ürün anlatıldığı gibi geldi sorunsuz bi şekilde elimize ulaştı e fatura meilime geldi alalı 4 ay oldu genel olarak satıcıdan memnunum bidaha ürün alacak olursam,genel,pozitif
Ürün açılmadı sarjı yoktur umarım sarj aletim bugun saat 7 de gelecek açılmazsa iade yapacam hayal kırıklığı yaşıyorum o kadar da para verdim,fiyat,negatif
Ürün açılmadı sarjı yoktur umarım sarj aletim bugun saat 7 de gelecek açılmazsa iade yapacam hayal kırıklığı yaşıyorum o kadar da para verdim,batarya,negatif
Ürün bu kutunun içerisinde telefon da patpata sarılmış şekilde geldi hiçbir kusuru yok telefonumu şuan kullanıyorum mağazadan daha uygun olduğu için hayatımda i,fiyat,notr
Ürün bu kutunun içerisinde telefon da patpata sarılmış şekilde geldi hiçbir kusuru yok telefonumu şuan kullanıyorum mağazadan daha uygun olduğu için hayatımda i,ambalaj,notr
Ürün daha önce kullanılmış pili 99 da 128 gb aldım sürekli alam dolu diyor,kalite,negatif
Ürün elime ulaştı kargolama özensiz öyle bir kutu içerisine konulmuş içinde de irsaliye var oda yırtık bu nasıl bir dikkatsizliktir az bir miktar değil verdiğim,kargo,negatif
Ürün elime ulaştı kargolama özensiz öyle bir kutu içerisine konulmuş içinde de irsaliye var oda yırtık bu nasıl bir dikkatsizliktir az bir miktar değil verdiğim,ambalaj,negatif
Ürün elime çok güzel bir şekilde ulaştı hiç tereddüt etmeden alabilirsiniz görseldekiyle birebir aynı ve çok güzel..,genel,pozitif
Ürün elimize hatasız sorunsuz geldi güvenebilirsiniz çok teşekkür ederiz,genel,pozitif
Ürün gayet güzel herhangi bir hasar almadan geldi fakat kargo şirketi bekleyin eşim kapıyı açacak dememe rağmen telefonu kapının önüne bırakıp gitti bu kadar pa,kargo,negatif
Ürün gayet güzel herhangi bir hasar almadan geldi fakat kargo şirketi bekleyin eşim kapıyı açacak dememe rağmen telefonu kapının önüne bırakıp gitti bu kadar pa,ambalaj,pozitif
Ürün gayet güzel paketleme iyiydi bir kargo hızlıydı teşekkürler,kargo,pozitif
Ürün gayet güzel paketleme iyiydi bir kargo hızlıydı teşekkürler,ambalaj,pozitif
Ürün gayet güzel çalışıyor ancak şarj cihazı yok eksik geldi ve özensiz paketleme lütfen şarj cihazınızı  gönderin bu yüzden iki yıldız verdim orjinal şarj ciha,kalite,negatif
Ürün gayet güzel çalışıyor ancak şarj cihazı yok eksik geldi ve özensiz paketleme lütfen şarj cihazınızı  gönderin bu yüzden iki yıldız verdim orjinal şarj ciha,batarya,negatif
Ürün gayet güzel çalışıyor ancak şarj cihazı yok eksik geldi ve özensiz paketleme lütfen şarj cihazınızı  gönderin bu yüzden iki yıldız verdim orjinal şarj ciha,ambalaj,negatif
Ürün gayet iyi 3 güne elime ulaştı teşekkürler Trendyol,kargo,pozitif
Ürün geldi kapalı kutu kart yeri çalışmıyor hat okumuyor,kalite,negatif
Ürün geldi sigortası filan nasıl yapılıyor garantisi yani nerde kagıdu,genel,notr
"Ürün gelmedi saçma sapan kablosuz kulaklık yollamışlar, ilgi alaka sıfır tüketici haklarına şikayet ettim",genel,negatif
Ürün guzel paketlenmiş bir sekilde elime ulaştı  tunun içinden Salatalık değil.  samsung A24  128 gb. 4 Ram Açıklaması. Fatura Çıkmadı içinden. Elektronik fatur,genel,negatif
Ürün guzel paketlenmiş bir sekilde elime ulaştı  tunun içinden Salatalık değil.  samsung A24  128 gb. 4 Ram Açıklaması. Fatura Çıkmadı içinden. Elektronik fatur,kargo,pozitif
Ürün güzel alınır,genel,pozitif
Ürün güzel ama faturada tc kimlik no yapılmadığı icin indirimden yararlanamadin,genel,pozitif
Ürün güzel ama faturada tc kimlik no yapılmadığı icin indirimden yararlanamadin,fiyat,negatif
Ürün güzel ama garanti belgesi gelmedi,genel,pozitif
Ürün güzel ama kargolama sıfır. Patpat ı hediye olarak göndermişler herhal telefon ayrı yerde pat pat ayrı yerde. Trendyol şikayetin çok kargolama ya dikkat et,genel,negatif
Ürün güzel ama kargolama sıfır. Patpat ı hediye olarak göndermişler herhal telefon ayrı yerde pat pat ayrı yerde. Trendyol şikayetin çok kargolama ya dikkat et,kalite,negatif
Ürün güzel araştırarak sipariş verdim ancak öğrenci indiriminden yararlanmak için fsturada gerekli bilgilerin olması şart. Faturanın yeniden düzenlenmesi talebi,genel,pozitif
Ürün güzel araştırarak sipariş verdim ancak öğrenci indiriminden yararlanmak için fsturada gerekli bilgilerin olması şart. Faturanın yeniden düzenlenmesi talebi,fiyat,negatif
Ürün güzel bildiğim bir üründü zaten ama paketleme çok kötü o kadar para verip ürün alıyoruz daha koruyucu bir paketleme yapılabilirdi direkt kutuya katıp yolla,genel,pozitif
Ürün güzel bildiğim bir üründü zaten ama paketleme çok kötü o kadar para verip ürün alıyoruz daha koruyucu bir paketleme yapılabilirdi direkt kutuya katıp yolla,fiyat,negatif
Ürün güzel bildiğim bir üründü zaten ama paketleme çok kötü o kadar para verip ürün alıyoruz daha koruyucu bir paketleme yapılabilirdi direkt kutuya katıp yolla,ambalaj,negatif
Ürün güzel de içinde kulakşık şarz cihazı yok bunları satın aldımı fiyat avantajı nerde,genel,negatif
Ürün güzel de içinde kulakşık şarz cihazı yok bunları satın aldımı fiyat avantajı nerde,fiyat,negatif
Ürün güzel fakat yeni olmasına rağmen fazla kullanmama rağmen şarjzı çabuk bitiyor,genel,pozitif
Ürün güzel fakat yeni olmasına rağmen fazla kullanmama rağmen şarjzı çabuk bitiyor,batarya,negatif
Ürün güzel hakkını veriyor elime ulaştı fakat yani bizler zor geçinen insanlarız yanına bir kılıf hediye olarak koysaydınız ne olurdu veyahut bir şarz başlığı,genel,pozitif
Ürün güzel hakkını veriyor elime ulaştı fakat yani bizler zor geçinen insanlarız yanına bir kılıf hediye olarak koysaydınız ne olurdu veyahut bir şarz başlığı,kargo,pozitif
Ürün güzel paketlenmişti sorun yok,genel,pozitif
Ürün güzel paketlenmişti sorun yok,ambalaj,pozitif
Ürün güzel şekilde geldi herkes gönül rahatlığıyla alabilir.,genel,pozitif
"Ürün güzel, kızıma aldık.. Şimdilik bir sıkıntı yok gibi",genel,pozitif
Ürün güzelce paketlenmiş elime ulaştı teşekkürler ama aras kargo çok uğraştırdı,genel,pozitif
Ürün güzelce paketlenmiş elime ulaştı teşekkürler ama aras kargo çok uğraştırdı,kargo,negatif
Ürün güzelce paketlenmiş elime ulaştı teşekkürler ama aras kargo çok uğraştırdı,ambalaj,pozitif
Ürün hızlı geldi memnun kaldım herkese tavsiye ediyorum,genel,pozitif
Ürün hızlı geldi memnun kaldım herkese tavsiye ediyorum,kargo,pozitif
Ürün hızlı ve güvenli geldi kapalı kutuda geldi ama telefon sarılmamış halde açıkta idi normalde izole yapılması gerekiyor içinde zarar gorebilirdi sanliyimki b,ambalaj,notr
Ürün iyi güzel fakat kargo Aras olduğu için aşırı sıkıntılı ve yavaş,genel,pozitif
Ürün iyi güzel fakat kargo Aras olduğu için aşırı sıkıntılı ve yavaş,kargo,negatif
Ürün kaçak çıktı bir yıl sonra,genel,negatif
Ürün kaçak çıktı kimse telefon almasın burdan,genel,negatif
Ürün o kadar sağlam ve o kadar hızlı geldi ki teşekkür ederim severek kullanıyorum,kargo,pozitif
Ürün o kadar sağlam ve o kadar hızlı geldi ki teşekkür ederim severek kullanıyorum,kalite,pozitif
Ürün orjinal memnunum,genel,pozitif
Ürün orjinal memnunum,kalite,pozitif
Ürün orjinal çok hızlı geldi çok beğendim satıcıya teşekkürler,genel,pozitif
Ürün orjinal çok hızlı geldi çok beğendim satıcıya teşekkürler,kargo,pozitif
Ürün orjinal çok hızlı geldi çok beğendim satıcıya teşekkürler,kalite,pozitif
Ürün sağlam ama kutusunun hali ve hiçbir şeye sarılı olmaması trendyola güvenimi sarstı,kalite,pozitif
Ürün sağlam ama kutusunun hali ve hiçbir şeye sarılı olmaması trendyola güvenimi sarstı,ambalaj,negatif
Ürün sağlam eksiksiz geldi çok güzel paketleme teşekkür ederim güvenle almanızı tavsiye ederim,genel,pozitif
Ürün sağlam eksiksiz geldi çok güzel paketleme teşekkür ederim güvenle almanızı tavsiye ederim,kalite,pozitif
Ürün sağlam eksiksiz geldi çok güzel paketleme teşekkür ederim güvenle almanızı tavsiye ederim,ambalaj,pozitif
Ürün sağlam geldi ama farurası gelmedi,kalite,pozitif
Ürün sağlam imei numarası kayıtlı ama çok özensiz paketlenmiş mucize ile sağlam gelmiş diyebilirim,kalite,pozitif
Ürün sağlam imei numarası kayıtlı ama çok özensiz paketlenmiş mucize ile sağlam gelmiş diyebilirim,ambalaj,negatif
Ürün sorunsuz bir şekilde teslim edildi.Mağazalara göre fiyatı uygun,kargo,pozitif
Ürün sorunsuz bir şekilde teslim edildi.Mağazalara göre fiyatı uygun,fiyat,pozitif
Ürün sorunsuz geldi. Ve orjinal.,kalite,pozitif
Ürün süper ama çabuk ısınıyor ben aldıktan sonra indirime girdi 😡,fiyat,negatif
Ürün süper ama çabuk ısınıyor ben aldıktan sonra indirime girdi 😡,batarya,negatif
Ürün sıfır değil. Apple da onayladı. Değişim isteğimi reddediyor satıcı. Kesinlikle tavsiye etmiyorum. Rezillik.,genel,negatif
Ürün sıfır değil. Apple da onayladı. Değişim isteğimi reddediyor satıcı. Kesinlikle tavsiye etmiyorum. Rezillik.,kalite,negatif
Ürün sıkıntılı konuşurken karşıya sesim çok az gidiyor 25 - 30 günlük ürün daha bu satıcı firmadan ( trendyol) değişim talep ediyorum henüz değişim yapmadılar t,ses_goruntu,negatif
Ürün tam f/p ürünü babama hediye olarak aldım beğendi severek kullanıyor,genel,pozitif
Ürün telefon görüşmesi sırasında sesim karşı tarafa gitmiyor hoparlörden konuşuyorum ses gidiyor hoparlörü kapatıyorum ses gitmiyor,ses_goruntu,negatif
Ürün çok geç teslim edildi. üstelik hicbirsekilde sabitlenmemisti kutunun içinde sallana sallana gelmiş. Bu günlerde trendyol saticisindan aldığım her şeyde sor,kargo,negatif
Ürün çok geç teslim edildi. üstelik hicbirsekilde sabitlenmemisti kutunun içinde sallana sallana gelmiş. Bu günlerde trendyol saticisindan aldığım her şeyde sor,ambalaj,negatif
Ürün çok güzel diyecek yok. 1yıldızı direkt trendyola veriyorum. Ürünü trendyoldan ve trendyol satıcısından satın aldım. Aldığım gün daha faturam çıkmadan belir,genel,pozitif
Ürün çok güzel kızıma aldım zamanında geldi paketlemeyi çok güzel yapmışlar,kargo,pozitif
Ürün çok güzel kızıma aldım zamanında geldi paketlemeyi çok güzel yapmışlar,ambalaj,pozitif
Ürün çok güzel çok beğendim paketleme de güzeldi,genel,pozitif
Ürün çok güzel çok beğendim paketleme de güzeldi,ambalaj,pozitif
Ürün çok hızlı elime ulaştı ve mükemmel çok memnun kaldım,genel,pozitif
Ürün çok hızlı elime ulaştı ve mükemmel çok memnun kaldım,kargo,pozitif
Ürün çok iyi geldi paketleme gayet iyiydi hasarsız şekilde elime ulaştı teşekkürler,kargo,pozitif
Ürün çok iyi geldi paketleme gayet iyiydi hasarsız şekilde elime ulaştı teşekkürler,ambalaj,pozitif
"Ürün çok kötü paketlenmişti, ürünün kırılmamış olması büyük şans. Paketlemeyi düzgün yapmaları gerekirdi. Bu yüzden puanım 1. Alacak olanlar buna dikkat etsinle",kalite,negatif
"Ürün çok kötü paketlenmişti, ürünün kırılmamış olması büyük şans. Paketlemeyi düzgün yapmaları gerekirdi. Bu yüzden puanım 1. Alacak olanlar buna dikkat etsinle",ambalaj,negatif
Ürün şeffaf poşeti olmadan geldi sanırım daha önce açılmış bir ürünü yollamışlar. hatta sanırım değil yüzde bir milyon  üzerine kalemle çizgi çizilmiş. yani kut,ambalaj,negatif
Ürünlerin kutusu yırtık geldi kesinlikle güvenilir bir firma değil puanına göre fazla paraya burdan aldım ama tam bir pişmanlık kaç defa msj yolladım ama maales,genel,negatif
Ürünlerin kutusu yırtık geldi kesinlikle güvenilir bir firma değil puanına göre fazla paraya burdan aldım ama tam bir pişmanlık kaç defa msj yolladım ama maales,fiyat,negatif
Ürünlerin kutusu yırtık geldi kesinlikle güvenilir bir firma değil puanına göre fazla paraya burdan aldım ama tam bir pişmanlık kaç defa msj yolladım ama maales,ambalaj,negatif
Ürünü 17 Ekim 2023 tarihinde 36.299 tl ye satın aldım. Paketli bir şekilde kısa sürede elime hasarsız olarak ulaştı. Kullanmaya başladım şuan için bir sorun yaş,ambalaj,pozitif
Ürünü 17 Ekim 2023 tarihinde 36.299 tl ye satın aldım. Paketli bir şekilde kısa sürede elime hasarsız olarak ulaştı. Kullanmaya başladım şuan için bir sorun yaş,ambalaj,pozitif
Ürünü 4 ay kullandık sıfır almıştık telefoncuya satmaya götürünce ögrendik ki yenilenmiş göndermişler sim kart yerinde imei yazmıyordu güvenmeyin almayın,genel,negatif
Ürünü 4 ay kullandık sıfır almıştık telefoncuya satmaya götürünce ögrendik ki yenilenmiş göndermişler sim kart yerinde imei yazmıyordu güvenmeyin almayın,kalite,negatif
Ürünü alır almaz garantiye göndereceğim,genel,negatif
Ürünü doğru düzgün paketlemediğiniz gibi kurye de sanki içinde mikrop varmış gibi 2 tane telefon olan poşetin ucundan tuttuğu için paket yere düştü. 300 400 tll,kargo,negatif
Ürünü doğru düzgün paketlemediğiniz gibi kurye de sanki içinde mikrop varmış gibi 2 tane telefon olan poşetin ucundan tuttuğu için paket yere düştü. 300 400 tll,ambalaj,negatif
Ürünüm elime ulaştı paketlenmesi vs güzeldi herhangi bi sorun yaşamadım gayet güzel,kargo,pozitif
Ürünüm elime ulaştı paketlenmesi vs güzeldi herhangi bi sorun yaşamadım gayet güzel,ambalaj,pozitif
Ürünümü teslim aldim . hevesle kutuyu actim o kadar ozensizdiki. ne sarmislar ne koruyucu pat pata sarmislar kutuyu bir actim telefon kutuda sabit degil sallani,kargo,negatif
Ürünümü teslim aldim . hevesle kutuyu actim o kadar ozensizdiki. ne sarmislar ne koruyucu pat pata sarmislar kutuyu bir actim telefon kutuda sabit degil sallani,ambalaj,negatif
Ürünün Faturası elime ulaşmadı,genel,negatif
Ürünün SIM kart yuvası açılmıyor. Arızalı ürün göndermişsiniz üstelik de teknolojik ürünler geri iade edilemez diyorsunuz. Buradaki Benim hem zaman hem para ola,genel,negatif
Ürünün SIM kart yuvası açılmıyor. Arızalı ürün göndermişsiniz üstelik de teknolojik ürünler geri iade edilemez diyorsunuz. Buradaki Benim hem zaman hem para ola,kalite,negatif
Ürünün SIM kart yuvası açılmıyor. Arızalı ürün göndermişsiniz üstelik de teknolojik ürünler geri iade edilemez diyorsunuz. Buradaki Benim hem zaman hem para ola,fiyat,negatif
Ürünün faturası gelmedi fatura için mail attım geri dönüş te gelmedi.Faturasını gönderirmisiniz lütfen???,genel,negatif
Ürünün garantisi nerde,genel,negatif
Ürünün hoparlöründen cızırtı geliyor,ses_goruntu,negatif
Ürünün içinden çıkan kablo 10 gün olmadan arızalı geldi ve ürün jelatinsiz yollandı. Satıcı desen aşırı derece alakasız ve üslup sorunu bar. Tavsiye etmiyorum.,genel,negatif
Ürünün içinden çıkan kablo 10 gün olmadan arızalı geldi ve ürün jelatinsiz yollandı. Satıcı desen aşırı derece alakasız ve üslup sorunu bar. Tavsiye etmiyorum.,kalite,negatif
Ürünün içinden çıkan kablo 10 gün olmadan arızalı geldi ve ürün jelatinsiz yollandı. Satıcı desen aşırı derece alakasız ve üslup sorunu bar. Tavsiye etmiyorum.,batarya,negatif
Ürünün şarjı su gibi bitiyor çok ısınıyor ve iadesi olmuyor kesinlikle tavsiye etmiyorum,batarya,negatif
Ürünün şarjı su gibi bitiyor çok ısınıyor ve iadesi olmuyor kesinlikle tavsiye etmiyorum,batarya,negatif
çok beğendik güvenerek alabilirsiniz,genel,pozitif
çok garip ilk defa açılmayan kutudan çıkan üründe böyle bir çizik gördüm malesef iade değişim süreciyle ilgilenemeyeceğim için kullanacağım,kalite,negatif
çok güzel bir telefon,genel,pozitif
çok güzel bir ürün süper hızlı ve güler yüzlü teslim edilmiş çok mükemmel pakeleme çok teşekkür ederiz Trendyol ekspres,genel,pozitif
çok güzel bir ürün süper hızlı ve güler yüzlü teslim edilmiş çok mükemmel pakeleme çok teşekkür ederiz Trendyol ekspres,kargo,pozitif
çok güzel sağlam ulaştı elimize,kalite,pozitif
çok güzel teslimat da iyidir tavsiye ediyorum garanti belgesi vs var,genel,pozitif
çok güzel teslimat da iyidir tavsiye ediyorum garanti belgesi vs var,kargo,pozitif
çok güzel ürün hediye aldım çok beğendim tavsiye ederim,genel,pozitif
çok isiniyor. kardeşimle beraber aldık ve onun şarj kablosu da bozuk cikti. sıfır ürün bu şekilde olmamali.servise gönderdik ısınma ile ilgili bir çözüm yok kab,genel,negatif
çok isiniyor. kardeşimle beraber aldık ve onun şarj kablosu da bozuk cikti. sıfır ürün bu şekilde olmamali.servise gönderdik ısınma ile ilgili bir çözüm yok kab,kalite,negatif
çok iyi fiyata aldık burdan,fiyat,pozitif
çok kullanışlı bir telefon,genel,notr
çok memnunuz herşey olması gerektiği gibi,genel,pozitif
çok memnunuz teşekkürler,genel,pozitif
çok teşekkürler,genel,pozitif
çok zarif bi telefon,genel,notr
çok çabuk ısınıyor,batarya,negatif
çok çok beğendim almanızı tavsiye ederim❤️,genel,pozitif
çok özensiz sarılmıştı telefon icinden fırlamıştı hic memnun kalmadım bu arada telefonun faturasi veya garanti belgesi hic bir şekilde gelmedi gönderirseniz sev,genel,negatif
çok şükür ulaştı biraz sorunlar oldu ama elime ulaştı çok begenfim tavsiye ederim,genel,pozitif
çok şükür ulaştı biraz sorunlar oldu ama elime ulaştı çok begenfim tavsiye ederim,kargo,notr
ürün arızalı geldi önermiyorum hiçbir şekildede ilgilenilmedi.,genel,negatif
ürün arızalı geldi önermiyorum hiçbir şekildede ilgilenilmedi.,kalite,negatif
ürün arızalı çıktı Tüketici Hakem Heyeti ile birebir değişim kararı verildi 2 Ocak'tan belli ürünün değiştirilmesini bekliyorum Tam 2 aydır Trendyol ürünü değiş,kalite,negatif
ürün bozuk geldi iade ettim kabul etmediğiniz sürece değişim istiyorum lutfen,genel,negatif
ürün bozuk geldi iade ettim kabul etmediğiniz sürece değişim istiyorum lutfen,kalite,negatif
ürün bozuk geldi üzerinde çizikler vesayre şarj soket yeri arızalı geri iade ettim,genel,negatif
ürün bozuk geldi üzerinde çizikler vesayre şarj soket yeri arızalı geri iade ettim,kalite,negatif
ürün bozuk geldi üzerinde çizikler vesayre şarj soket yeri arızalı geri iade ettim,batarya,negatif
ürün bu şekilde çalıştığım işyerine gelmiş güvenlik teslim almış ben görünce şok oldum açmadım muhtemelen iade edicem,kargo,negatif
ürün elimize ulaştiginda açıp kullanmaya başladık ilk gün ekran işiğinin gidip geldiğini göz kırpar gibi olduğunu farkettik hâlâ yardımcı olunmadı garantiyle il,ses_goruntu,negatif
ürün gayet güzel beğendim sorunsuz elime ulaştı tereddütsuz alınabilir,genel,pozitif
ürün gayet güzel beğendim sorunsuz elime ulaştı tereddütsuz alınabilir,kargo,pozitif
ürün gayet güzel geldi orijinal gönül rahatlığıyla bu satıcıdan alabilirsiniz,genel,pozitif
ürün gayet güzel geldi orijinal gönül rahatlığıyla bu satıcıdan alabilirsiniz,kalite,pozitif
ürün geldi şehir disindayim eşim aldı garanti belgesi çıkmadı kiminle iletişime gircez bilemiyorum,genel,negatif
ürün güzel fakat ben alırken banka tarafından sorun yaşadım ve bunu fırsat bilip indirimli fiyatını yükseltip ben aldıktan sonra anında geri düşürmeniz gerçekte,genel,negatif
ürün güzel fakat ben alırken banka tarafından sorun yaşadım ve bunu fırsat bilip indirimli fiyatını yükseltip ben aldıktan sonra anında geri düşürmeniz gerçekte,fiyat,negatif
ürün hepsi geldi ama şarz aleti Yok,genel,negatif
ürün iyi ama ekran görüntüsü almak sor,genel,pozitif
ürün iyi ama ekran görüntüsü almak sor,ses_goruntu,pozitif
ürün iyi fakat şarj aleti neden yok bir anlam veremedim.neden müşteriyi şarj aletini dışardan almak zorunda bırakıyorlar.bence çok yalnis bir tutum.maliyetini ü,genel,pozitif
ürün iyi fakat şarj aleti neden yok bir anlam veremedim.neden müşteriyi şarj aletini dışardan almak zorunda bırakıyorlar.bence çok yalnis bir tutum.maliyetini ü,batarya,negatif
ürün iyi orijinal kesinlikle ama çiziliyor çabuk,genel,pozitif
ürün iyi orijinal kesinlikle ama çiziliyor çabuk,kalite,negatif
ürün iyi👍,genel,pozitif
ürün içeriğinde garanti belgesi çıkmadı nasıl tedarik ederim bilmiyorum,genel,negatif
ürün kısa zamanda elime ulaştı teşekkürler,kargo,pozitif
ürün paket lemesi beğendim telefonu kızıma aldım gayet çok memnun kaldım tavsiye ederim,genel,pozitif
ürün paket lemesi beğendim telefonu kızıma aldım gayet çok memnun kaldım tavsiye ederim,ambalaj,notr
ürün teslim edildi lakin faturası kesilmedi. 3 defa fatura talebinde bulundum ama hala dönüş sağlanmadı.,kargo,negatif
ürün zaten Apple kalitesi güzel kutu da biraz ezilme var köşesinde onun haricinde fatura yoktu .,kalite,negatif
ürün çok güzel tavsiye ediyorum,genel,pozitif
üründe şarj adaptörü eksik geldi. Kaploda çift ucu telefon giriş olarak geldi,genel,negatif
ürünu sadece bir kutuya koyup getirmişler hasarsız geldi a özensiz paketlenmiş,ambalaj,negatif
"ürünü alalı 6 ay oldu , telefon şarj olmuyor umarım garantide çözülür",batarya,negatif
ürünü beğendim gayet güzel şimdilik Bi sorun yok. Fakat paketleme beni çok şaşırttı bu nasıl bir şeydir. o kadar para veriyoruz gerçekten bu şekilde mi paketley,genel,pozitif
ürünü beğendim gayet güzel şimdilik Bi sorun yok. Fakat paketleme beni çok şaşırttı bu nasıl bir şeydir. o kadar para veriyoruz gerçekten bu şekilde mi paketley,fiyat,notr
ürünü beğendim gayet güzel şimdilik Bi sorun yok. Fakat paketleme beni çok şaşırttı bu nasıl bir şeydir. o kadar para veriyoruz gerçekten bu şekilde mi paketley,ambalaj,notr
